案件ID,病害小类,病害大类,道路名称,里程km,数据来源,采集日期,星期,审核结论,驳回原因,事件等级,审核时滞天
2026008011,人行道井框差,人行道,鹏达路,6.8,作业车,2026-08-09,周日,驳回,框选不规范,轻微,0
2026008012,人行道井框差,人行道,清林路,9.8,两轮车,2026-09-01,周二,审核通过,,轻微,1
2026008013,人行道井框差,人行道,黄阁路,11.2,两轮车,2026-08-09,周日,审核通过,,轻微,1
2026008014,人行道井框差,人行道,龙翔大道,15.8,两轮车,2026-08-08,周六,审核通过,,轻微,0
2026008015,人行道井框差,人行道,龙岗大道,32.6,两轮车,2026-08-18,周二,审核通过,,轻微,0
2026008016,人行道井框差,人行道,红棉路,18.2,作业车,2026-08-04,周二,审核通过,,轻微,0
2026008017,人行道井框差,人行道,吉祥路,8.6,作业车,2026-08-16,周日,审核通过,,轻微,0
2026008018,人行道井框差,人行道,清林路,9.8,两轮车,2026-08-07,周五,审核通过,,轻微,0
2026008019,人行道井框差,人行道,沙荷路,12.4,两轮车,2026-08-11,周二,驳回,AI误报,轻微,0
2026008020,人行道井框差,人行道,坂雪岗大道,14.2,众源车,2026-08-21,周五,审核通过,,轻微,13
2026008021,人行道井框差,人行道,红棉路,18.2,作业车,2026-08-30,周日,审核通过,,轻微,0
2026008022,人行道井框差,人行道,沙荷路,12.4,两轮车,2026-08-16,周日,审核通过,,轻微,0
2026008023,人行道井框差,人行道,植物园路,7.5,众源车,2026-08-14,周五,驳回,超过时效,轻微,12
2026008024,人行道井框差,人行道,龙翔大道,15.8,两轮车,2026-09-01,周二,审核通过,,轻微,1
2026008025,人行道井框差,人行道,红棉路,18.2,作业车,2026-09-03,周四,审核通过,,轻微,0
2026008026,人行道井框差,人行道,深惠路,21.5,作业车,2026-08-07,周五,审核通过,,轻微,0
2026008027,人行道井框差,人行道,龙翔大道,15.8,四轮专车,2026-08-06,周四,审核通过,,轻微,1
2026008028,人行道井框差,人行道,清林路,9.8,作业车,2026-08-07,周五,审核通过,,轻微,0
2026008029,人行道井框差,人行道,植物园路,7.5,作业车,2026-08-11,周二,审核通过,,轻微,0
2026008030,人行道井框差,人行道,坂雪岗大道,14.2,两轮车,2026-08-16,周日,审核通过,,轻微,1
2026008031,人行道井框差,人行道,坂雪岗大道,14.2,作业车,2026-08-28,周五,审核通过,,轻微,0
2026008032,人行道井框差,人行道,龙翔大道,15.8,两轮车,2026-08-31,周一,审核通过,,轻微,0
2026008033,人行道井框差,人行道,布龙路,19.6,众源车,2026-08-14,周五,审核通过,,轻微,4
2026008034,人行道井框差,人行道,沙荷路,12.4,众源车,2026-08-14,周五,审核通过,,轻微,6
2026008035,人行道井框差,人行道,龙岗大道,32.6,两轮车,2026-08-04,周二,审核通过,,轻微,0
2026008036,人行道井框差,人行道,碧新路,9.1,四轮专车,2026-09-02,周三,审核通过,,轻微,1
2026008037,人行道井框差,人行道,深惠路,21.5,四轮专车,2026-08-23,周日,审核通过,,轻微,1
2026008038,人行道井框差,人行道,深惠路,21.5,众源车,2026-08-07,周五,驳回,模糊不清,轻微,9
2026008039,人行道井框差,人行道,龙岗大道,32.6,四轮专车,2026-09-03,周四,审核通过,,轻微,2
2026008040,人行道井框差,人行道,爱南路,10.4,四轮专车,2026-08-25,周二,审核通过,,轻微,2
2026008041,人行道井框差,人行道,红棉路,18.2,作业车,2026-08-27,周四,审核通过,,轻微,0
2026008042,人行道井框差,人行道,龙翔大道,15.8,作业车,2026-08-23,周日,审核通过,,轻微,0
2026008043,人行道井框差,人行道,爱南路,10.4,作业车,2026-08-28,周五,审核通过,,轻微,0
2026008044,人行道井框差,人行道,深惠路,21.5,两轮车,2026-08-03,周一,驳回,AI误报,轻微,0
2026008045,人行道井框差,人行道,植物园路,7.5,众源车,2026-08-28,周五,审核通过,,轻微,13
2026008046,人行道井框差,人行道,红棉路,18.2,众源车,2026-08-14,周五,审核通过,,轻微,4
2026008047,人行道井框差,人行道,清林路,9.8,四轮专车,2026-08-30,周日,审核通过,,轻微,2
2026008048,人行道井框差,人行道,鹏达路,6.8,四轮专车,2026-08-25,周二,审核通过,,轻微,2
2026008049,人行道井框差,人行道,布龙路,19.6,两轮车,2026-08-10,周一,审核通过,,轻微,1
2026008050,人行道井框差,人行道,黄阁路,11.2,两轮车,2026-08-24,周一,审核通过,,轻微,1
2026008051,人行道井框差,人行道,龙翔大道,15.8,两轮车,2026-08-10,周一,审核通过,,轻微,1
2026008052,人行道井框差,人行道,吉祥路,8.6,作业车,2026-08-09,周日,审核通过,,轻微,0
2026008053,人行道井框差,人行道,新生路,8.2,四轮专车,2026-08-22,周六,审核通过,,轻微,1
2026008054,人行道井框差,人行道,清林路,9.8,两轮车,2026-08-13,周四,审核通过,,轻微,0
2026008055,人行道井框差,人行道,植物园路,7.5,作业车,2026-08-13,周四,审核通过,,轻微,0
2026008056,人行道井框差,人行道,坂雪岗大道,14.2,两轮车,2026-08-20,周四,审核通过,,轻微,1
2026008057,人行道井框差,人行道,坂雪岗大道,14.2,两轮车,2026-08-09,周日,审核通过,,轻微,1
2026008058,人行道井框差,人行道,沙荷路,12.4,四轮专车,2026-08-07,周五,审核通过,,轻微,2
2026008059,人行道井框差,人行道,清林路,9.8,四轮专车,2026-08-16,周日,审核通过,,轻微,1
2026008060,人行道井框差,人行道,碧新路,9.1,作业车,2026-08-08,周六,审核通过,,轻微,0
2026008061,人行道井框差,人行道,黄阁路,11.2,四轮专车,2026-08-26,周三,审核通过,,轻微,1
2026008062,人行道井框差,人行道,红棉路,18.2,作业车,2026-08-25,周二,审核通过,,轻微,0
2026008063,人行道井框差,人行道,布龙路,19.6,作业车,2026-09-02,周三,审核通过,,轻微,0
2026008064,人行道井框差,人行道,吉祥路,8.6,两轮车,2026-08-08,周六,审核通过,,轻微,1
2026008065,人行道井框差,人行道,植物园路,7.5,四轮专车,2026-08-26,周三,审核通过,,轻微,2
2026008066,人行道井框差,人行道,龙岗大道,32.6,众源车,2026-08-14,周五,驳回,模糊不清,轻微,10
2026008067,人行道井框差,人行道,龙岗大道,32.6,作业车,2026-08-22,周六,审核通过,,轻微,0
2026008068,人行道井框差,人行道,龙翔大道,15.8,两轮车,2026-08-08,周六,审核通过,,轻微,1
2026008069,人行道井框差,人行道,龙岗大道,32.6,四轮专车,2026-08-26,周三,审核通过,,轻微,2
2026008070,人行道井框差,人行道,鹏达路,6.8,众源车,2026-08-21,周五,审核通过,,轻微,9
2026008071,人行道井框差,人行道,龙翔大道,15.8,作业车,2026-08-04,周二,审核通过,,轻微,0
2026008072,人行道井框差,人行道,布龙路,19.6,作业车,2026-08-12,周三,审核通过,,轻微,0
2026008073,人行道井框差,人行道,红棉路,18.2,两轮车,2026-08-14,周五,审核通过,,轻微,0
2026008074,人行道井框差,人行道,深惠路,21.5,众源车,2026-08-21,周五,审核通过,,轻微,5
2026008075,人行道井框差,人行道,鹏达路,6.8,作业车,2026-08-09,周日,审核通过,,轻微,0
2026008076,人行道井框差,人行道,深惠路,21.5,两轮车,2026-08-28,周五,审核通过,,轻微,1
2026008077,人行道井框差,人行道,龙岗大道,32.6,众源车,2026-08-07,周五,审核通过,,轻微,9
2026008078,人行道井框差,人行道,红棉路,18.2,两轮车,2026-08-05,周三,审核通过,,轻微,0
2026008079,人行道井框差,人行道,鹏达路,6.8,两轮车,2026-09-02,周三,审核通过,,轻微,1
2026008080,人行道井框差,人行道,鹏达路,6.8,众源车,2026-08-21,周五,审核通过,,轻微,12
2026008081,人行道井框差,人行道,红棉路,18.2,作业车,2026-08-30,周日,审核通过,,轻微,0
2026008082,人行道井框差,人行道,坂雪岗大道,14.2,作业车,2026-08-05,周三,审核通过,,轻微,0
2026008083,人行道井框差,人行道,龙岗大道,32.6,作业车,2026-08-17,周一,审核通过,,轻微,0
2026008084,人行道井框差,人行道,坂雪岗大道,14.2,两轮车,2026-08-08,周六,审核通过,,轻微,1
2026008085,人行道井框差,人行道,龙岗大道,32.6,作业车,2026-08-19,周三,审核通过,,轻微,0
2026008086,人行道井框差,人行道,爱南路,10.4,作业车,2026-08-28,周五,审核通过,,轻微,0
2026008087,横向裂缝,沥青路面,植物园路,7.5,作业车,2026-08-30,周日,审核通过,,严重,0
2026008088,横向裂缝,沥青路面,红棉路,18.2,两轮车,2026-09-03,周四,驳回,框选不规范,轻微,0
2026008089,横向裂缝,沥青路面,深惠路,21.5,四轮专车,2026-08-11,周二,审核通过,,轻微,2
2026008090,横向裂缝,沥青路面,龙岗大道,32.6,两轮车,2026-08-11,周二,审核通过,,轻微,1
2026008091,横向裂缝,沥青路面,沙荷路,12.4,四轮专车,2026-08-27,周四,审核通过,,轻微,1
2026008092,横向裂缝,沥青路面,龙岗大道,32.6,众源车,2026-08-07,周五,审核通过,,轻微,8
2026008093,横向裂缝,沥青路面,沙荷路,12.4,两轮车,2026-08-13,周四,审核通过,,轻微,1
2026008094,横向裂缝,沥青路面,鹏达路,6.8,两轮车,2026-08-13,周四,审核通过,,轻微,1
2026008095,横向裂缝,沥青路面,龙岗大道,32.6,作业车,2026-08-09,周日,审核通过,,轻微,0
2026008096,横向裂缝,沥青路面,碧新路,9.1,作业车,2026-08-28,周五,审核通过,,轻微,0
2026008097,横向裂缝,沥青路面,龙岗大道,32.6,作业车,2026-08-06,周四,审核通过,,轻微,0
2026008098,横向裂缝,沥青路面,布龙路,19.6,两轮车,2026-08-21,周五,审核通过,,轻微,0
2026008099,横向裂缝,沥青路面,深惠路,21.5,众源车,2026-08-28,周五,审核通过,,轻微,5
2026008100,横向裂缝,沥青路面,植物园路,7.5,作业车,2026-08-20,周四,审核通过,,轻微,0
2026008101,横向裂缝,沥青路面,红棉路,18.2,作业车,2026-09-01,周二,审核通过,,轻微,0
2026008102,横向裂缝,沥青路面,红棉路,18.2,四轮专车,2026-08-28,周五,审核通过,,轻微,1
2026008103,横向裂缝,沥青路面,吉祥路,8.6,众源车,2026-08-21,周五,驳回,超过时效,轻微,8
2026008104,横向裂缝,沥青路面,清林路,9.8,四轮专车,2026-08-25,周二,审核通过,,轻微,1
2026008105,横向裂缝,沥青路面,清林路,9.8,作业车,2026-08-16,周日,审核通过,,轻微,0
2026008106,横向裂缝,沥青路面,龙岗大道,32.6,两轮车,2026-09-03,周四,审核通过,,轻微,1
2026008107,横向裂缝,沥青路面,沙荷路,12.4,作业车,2026-08-20,周四,审核通过,,严重,0
2026008108,横向裂缝,沥青路面,爱南路,10.4,两轮车,2026-08-14,周五,驳回,框选不规范,轻微,1
2026008109,横向裂缝,沥青路面,坂雪岗大道,14.2,两轮车,2026-08-30,周日,审核通过,,轻微,1
2026008110,横向裂缝,沥青路面,坂雪岗大道,14.2,四轮专车,2026-09-02,周三,审核通过,,轻微,2
2026008111,横向裂缝,沥青路面,沙荷路,12.4,作业车,2026-08-18,周二,审核通过,,轻微,0
2026008112,横向裂缝,沥青路面,沙荷路,12.4,众源车,2026-08-14,周五,审核通过,,轻微,10
2026008113,横向裂缝,沥青路面,植物园路,7.5,作业车,2026-08-18,周二,审核通过,,轻微,0
2026008114,横向裂缝,沥青路面,清林路,9.8,作业车,2026-08-18,周二,审核通过,,轻微,0
2026008115,横向裂缝,沥青路面,龙岗大道,32.6,四轮专车,2026-08-19,周三,驳回,框选不规范,轻微,2
2026008116,横向裂缝,沥青路面,植物园路,7.5,两轮车,2026-08-19,周三,审核通过,,轻微,1
2026008117,横向裂缝,沥青路面,坂雪岗大道,14.2,两轮车,2026-08-31,周一,审核通过,,轻微,0
2026008118,横向裂缝,沥青路面,沙荷路,12.4,作业车,2026-08-31,周一,审核通过,,轻微,0
2026008119,横向裂缝,沥青路面,龙翔大道,15.8,作业车,2026-08-28,周五,驳回,超过时效,轻微,0
2026008120,横向裂缝,沥青路面,清林路,9.8,作业车,2026-08-21,周五,审核通过,,轻微,0
2026008121,横向裂缝,沥青路面,龙翔大道,15.8,四轮专车,2026-08-06,周四,审核通过,,轻微,1
2026008122,横向裂缝,沥青路面,坂雪岗大道,14.2,作业车,2026-08-13,周四,审核通过,,轻微,0
2026008123,横向裂缝,沥青路面,清林路,9.8,众源车,2026-08-14,周五,审核通过,,轻微,13
2026008124,横向裂缝,沥青路面,红棉路,18.2,四轮专车,2026-08-04,周二,审核通过,,轻微,1
2026008125,横向裂缝,沥青路面,植物园路,7.5,四轮专车,2026-08-23,周日,审核通过,,轻微,2
2026008126,横向裂缝,沥青路面,龙翔大道,15.8,四轮专车,2026-08-12,周三,审核通过,,轻微,2
2026008127,横向裂缝,沥青路面,龙翔大道,15.8,两轮车,2026-08-05,周三,审核通过,,轻微,0
2026008128,横向裂缝,沥青路面,清林路,9.8,两轮车,2026-08-09,周日,审核通过,,轻微,1
2026008129,横向裂缝,沥青路面,坂雪岗大道,14.2,众源车,2026-08-07,周五,审核通过,,轻微,3
2026008130,横向裂缝,沥青路面,深惠路,21.5,作业车,2026-08-07,周五,审核通过,,轻微,0
2026008131,横向裂缝,沥青路面,黄阁路,11.2,作业车,2026-08-18,周二,审核通过,,轻微,0
2026008132,横向裂缝,沥青路面,新生路,8.2,两轮车,2026-08-24,周一,审核通过,,轻微,1
2026008133,横向裂缝,沥青路面,爱南路,10.4,作业车,2026-08-28,周五,审核通过,,轻微,0
2026008134,横向裂缝,沥青路面,爱南路,10.4,两轮车,2026-08-15,周六,审核通过,,轻微,0
2026008135,横向裂缝,沥青路面,红棉路,18.2,众源车,2026-08-14,周五,审核通过,,轻微,11
2026008136,横向裂缝,沥青路面,龙翔大道,15.8,两轮车,2026-08-06,周四,驳回,模糊不清,轻微,1
2026008137,横向裂缝,沥青路面,布龙路,19.6,作业车,2026-08-07,周五,审核通过,,轻微,0
2026008138,横向裂缝,沥青路面,龙岗大道,32.6,作业车,2026-08-13,周四,审核通过,,轻微,0
2026008139,横向裂缝,沥青路面,吉祥路,8.6,作业车,2026-08-23,周日,审核通过,,轻微,0
2026008140,横向裂缝,沥青路面,沙荷路,12.4,作业车,2026-08-07,周五,审核通过,,轻微,0
2026008141,横向裂缝,沥青路面,沙荷路,12.4,两轮车,2026-08-03,周一,审核通过,,轻微,1
2026008142,横向裂缝,沥青路面,红棉路,18.2,四轮专车,2026-08-22,周六,审核通过,,轻微,2
2026008143,横向裂缝,沥青路面,沙荷路,12.4,两轮车,2026-08-16,周日,审核通过,,轻微,1
2026008144,横向裂缝,沥青路面,沙荷路,12.4,两轮车,2026-08-16,周日,审核通过,,轻微,0
2026008145,横向裂缝,沥青路面,坂雪岗大道,14.2,作业车,2026-08-16,周日,审核通过,,轻微,0
2026008146,横向裂缝,沥青路面,坂雪岗大道,14.2,作业车,2026-09-01,周二,审核通过,,轻微,0
2026008147,横向裂缝,沥青路面,红棉路,18.2,两轮车,2026-08-06,周四,审核通过,,轻微,0
2026008148,横向裂缝,沥青路面,红棉路,18.2,作业车,2026-08-22,周六,审核通过,,轻微,0
2026008149,横向裂缝,沥青路面,爱南路,10.4,作业车,2026-08-27,周四,审核通过,,轻微,0
2026008150,横向裂缝,沥青路面,龙岗大道,32.6,两轮车,2026-08-27,周四,审核通过,,轻微,0
2026008151,横向裂缝,沥青路面,布龙路,19.6,作业车,2026-08-05,周三,审核通过,,轻微,0
2026008152,横向裂缝,沥青路面,布龙路,19.6,作业车,2026-08-13,周四,审核通过,,轻微,0
2026008153,横向裂缝,沥青路面,坂雪岗大道,14.2,两轮车,2026-09-02,周三,审核通过,,轻微,1
2026008154,横向裂缝,沥青路面,碧新路,9.1,作业车,2026-08-27,周四,审核通过,,轻微,0
2026008155,横向裂缝,沥青路面,坂雪岗大道,14.2,两轮车,2026-09-01,周二,审核通过,,轻微,0
2026008156,横向裂缝,沥青路面,鹏达路,6.8,作业车,2026-08-26,周三,审核通过,,轻微,0
2026008157,横向裂缝,沥青路面,碧新路,9.1,四轮专车,2026-08-05,周三,审核通过,,轻微,1
2026008158,横向裂缝,沥青路面,红棉路,18.2,两轮车,2026-09-03,周四,审核通过,,轻微,1
2026008159,横向裂缝,沥青路面,红棉路,18.2,作业车,2026-08-29,周六,审核通过,,轻微,0
2026008160,横向裂缝,沥青路面,龙翔大道,15.8,作业车,2026-08-24,周一,审核通过,,轻微,0
2026008161,横向裂缝,沥青路面,龙翔大道,15.8,众源车,2026-08-07,周五,驳回,超过时效,轻微,10
2026008162,横向裂缝,沥青路面,布龙路,19.6,两轮车,2026-09-01,周二,审核通过,,轻微,1
2026008163,横向裂缝,沥青路面,红棉路,18.2,四轮专车,2026-08-31,周一,审核通过,,轻微,2
2026008164,横向裂缝,沥青路面,红棉路,18.2,四轮专车,2026-08-30,周日,审核通过,,轻微,2
2026008165,横向裂缝,沥青路面,龙翔大道,15.8,作业车,2026-08-12,周三,审核通过,,轻微,0
2026008166,横向裂缝,沥青路面,黄阁路,11.2,两轮车,2026-09-01,周二,审核通过,,轻微,1
2026008167,横向裂缝,沥青路面,黄阁路,11.2,两轮车,2026-08-03,周一,驳回,框选不规范,轻微,0
2026008168,横向裂缝,沥青路面,鹏达路,6.8,四轮专车,2026-08-21,周五,审核通过,,轻微,1
2026008169,横向裂缝,沥青路面,红棉路,18.2,作业车,2026-08-27,周四,审核通过,,轻微,0
2026008170,横向裂缝,沥青路面,龙翔大道,15.8,众源车,2026-08-21,周五,审核通过,,轻微,11
2026008171,横向裂缝,沥青路面,植物园路,7.5,两轮车,2026-09-02,周三,审核通过,,轻微,1
2026008172,横向裂缝,沥青路面,黄阁路,11.2,四轮专车,2026-08-21,周五,审核通过,,轻微,1
2026008173,横向裂缝,沥青路面,坂雪岗大道,14.2,作业车,2026-08-08,周六,审核通过,,轻微,0
2026008174,横向裂缝,沥青路面,布龙路,19.6,两轮车,2026-09-01,周二,审核通过,,轻微,0
2026008175,横向裂缝,沥青路面,龙岗大道,32.6,作业车,2026-08-07,周五,审核通过,,轻微,0
2026008176,横向裂缝,沥青路面,新生路,8.2,众源车,2026-08-07,周五,审核通过,,轻微,12
2026008177,横向裂缝,沥青路面,坂雪岗大道,14.2,作业车,2026-09-03,周四,审核通过,,轻微,0
2026008178,横向裂缝,沥青路面,坂雪岗大道,14.2,两轮车,2026-09-02,周三,审核通过,,轻微,1
2026008179,横向裂缝,沥青路面,布龙路,19.6,作业车,2026-08-13,周四,驳回,模糊不清,轻微,0
2026008180,横向裂缝,沥青路面,龙翔大道,15.8,作业车,2026-08-17,周一,审核通过,,轻微,0
2026008181,横向裂缝,沥青路面,红棉路,18.2,作业车,2026-08-27,周四,审核通过,,轻微,0
2026008182,横向裂缝,沥青路面,吉祥路,8.6,四轮专车,2026-08-28,周五,审核通过,,轻微,1
2026008183,横向裂缝,沥青路面,布龙路,19.6,作业车,2026-08-09,周日,审核通过,,轻微,0
2026008184,横向裂缝,沥青路面,龙岗大道,32.6,四轮专车,2026-08-18,周二,审核通过,,轻微,1
2026008185,横向裂缝,沥青路面,龙翔大道,15.8,四轮专车,2026-08-15,周六,审核通过,,轻微,1
2026008186,横向裂缝,沥青路面,植物园路,7.5,众源车,2026-08-28,周五,审核通过,,轻微,3
2026008187,横向裂缝,沥青路面,龙翔大道,15.8,两轮车,2026-08-27,周四,驳回,框选不规范,轻微,0
2026008188,横向裂缝,沥青路面,龙翔大道,15.8,两轮车,2026-08-16,周日,审核通过,,轻微,0
2026008189,横向裂缝,沥青路面,坂雪岗大道,14.2,两轮车,2026-08-31,周一,审核通过,,轻微,0
2026008190,横向裂缝,沥青路面,爱南路,10.4,作业车,2026-08-12,周三,审核通过,,轻微,0
2026008191,横向裂缝,沥青路面,黄阁路,11.2,两轮车,2026-08-27,周四,审核通过,,轻微,0
2026008192,横向裂缝,沥青路面,碧新路,9.1,四轮专车,2026-08-17,周一,审核通过,,轻微,1
2026008193,横向裂缝,沥青路面,龙岗大道,32.6,作业车,2026-08-06,周四,审核通过,,轻微,0
2026008194,横向裂缝,沥青路面,新生路,8.2,作业车,2026-08-12,周三,审核通过,,轻微,0
2026008195,横向裂缝,沥青路面,新生路,8.2,两轮车,2026-08-29,周六,审核通过,,轻微,0
2026008196,横向裂缝,沥青路面,布龙路,19.6,四轮专车,2026-08-16,周日,审核通过,,轻微,2
2026008197,横向裂缝,沥青路面,坂雪岗大道,14.2,作业车,2026-08-28,周五,审核通过,,严重,0
2026008198,横向裂缝,沥青路面,红棉路,18.2,四轮专车,2026-08-24,周一,审核通过,,轻微,2
2026008199,横向裂缝,沥青路面,深惠路,21.5,作业车,2026-08-16,周日,审核通过,,轻微,0
2026008200,横向裂缝,沥青路面,红棉路,18.2,两轮车,2026-08-09,周日,审核通过,,轻微,0
2026008201,横向裂缝,沥青路面,龙岗大道,32.6,众源车,2026-08-07,周五,驳回,超过时效,轻微,5
2026008202,横向裂缝,沥青路面,鹏达路,6.8,作业车,2026-08-24,周一,审核通过,,轻微,0
2026008203,横向裂缝,沥青路面,红棉路,18.2,两轮车,2026-08-13,周四,审核通过,,轻微,0
2026008204,横向裂缝,沥青路面,坂雪岗大道,14.2,众源车,2026-08-21,周五,审核通过,,轻微,12
2026008205,横向裂缝,沥青路面,沙荷路,12.4,作业车,2026-08-15,周六,审核通过,,轻微,0
2026008206,横向裂缝,沥青路面,龙翔大道,15.8,作业车,2026-08-03,周一,审核通过,,轻微,0
2026008207,横向裂缝,沥青路面,龙翔大道,15.8,众源车,2026-08-14,周五,审核通过,,轻微,4
2026008208,横向裂缝,沥青路面,沙荷路,12.4,两轮车,2026-08-10,周一,审核通过,,轻微,1
2026008209,横向裂缝,沥青路面,黄阁路,11.2,众源车,2026-08-14,周五,审核通过,,轻微,11
2026008210,横向裂缝,沥青路面,植物园路,7.5,四轮专车,2026-08-09,周日,审核通过,,轻微,1
2026008211,横向裂缝,沥青路面,深惠路,21.5,两轮车,2026-09-01,周二,审核通过,,轻微,1
2026008212,横向裂缝,沥青路面,鹏达路,6.8,两轮车,2026-08-29,周六,审核通过,,轻微,0
2026008213,横向裂缝,沥青路面,黄阁路,11.2,两轮车,2026-09-01,周二,审核通过,,轻微,0
2026008214,横向裂缝,沥青路面,坂雪岗大道,14.2,作业车,2026-08-27,周四,审核通过,,轻微,0
2026008215,横向裂缝,沥青路面,红棉路,18.2,两轮车,2026-08-06,周四,审核通过,,轻微,0
2026008216,横向裂缝,沥青路面,龙岗大道,32.6,四轮专车,2026-08-24,周一,审核通过,,轻微,2
2026008217,横向裂缝,沥青路面,碧新路,9.1,众源车,2026-08-07,周五,驳回,超过时效,轻微,7
2026008218,横向裂缝,沥青路面,坂雪岗大道,14.2,众源车,2026-08-21,周五,审核通过,,轻微,6
2026008219,横向裂缝,沥青路面,龙翔大道,15.8,众源车,2026-08-28,周五,驳回,框选不规范,轻微,7
2026008220,横向裂缝,沥青路面,爱南路,10.4,作业车,2026-08-24,周一,审核通过,,轻微,0
2026008221,横向裂缝,沥青路面,沙荷路,12.4,两轮车,2026-08-23,周日,审核通过,,轻微,0
2026008222,横向裂缝,沥青路面,吉祥路,8.6,作业车,2026-08-29,周六,审核通过,,轻微,0
2026008223,横向裂缝,沥青路面,沙荷路,12.4,两轮车,2026-08-30,周日,审核通过,,轻微,0
2026008224,横向裂缝,沥青路面,新生路,8.2,众源车,2026-08-21,周五,审核通过,,轻微,12
2026008225,横向裂缝,沥青路面,沙荷路,12.4,四轮专车,2026-08-03,周一,审核通过,,轻微,2
2026008226,横向裂缝,沥青路面,龙岗大道,32.6,四轮专车,2026-08-03,周一,审核通过,,轻微,1
2026008227,横向裂缝,沥青路面,清林路,9.8,作业车,2026-08-04,周二,审核通过,,轻微,0
2026008228,横向裂缝,沥青路面,龙岗大道,32.6,两轮车,2026-08-30,周日,审核通过,,轻微,1
2026008229,横向裂缝,沥青路面,植物园路,7.5,作业车,2026-08-17,周一,审核通过,,轻微,0
2026008230,横向裂缝,沥青路面,黄阁路,11.2,两轮车,2026-08-18,周二,审核通过,,轻微,1
2026008231,横向裂缝,沥青路面,红棉路,18.2,作业车,2026-08-12,周三,审核通过,,轻微,0
2026008232,横向裂缝,沥青路面,红棉路,18.2,四轮专车,2026-09-01,周二,审核通过,,轻微,1
2026008233,横向裂缝,沥青路面,新生路,8.2,两轮车,2026-08-10,周一,审核通过,,轻微,0
2026008234,横向裂缝,沥青路面,坂雪岗大道,14.2,两轮车,2026-08-31,周一,审核通过,,轻微,1
2026008235,横向裂缝,沥青路面,新生路,8.2,四轮专车,2026-08-24,周一,审核通过,,轻微,1
2026008236,横向裂缝,沥青路面,龙岗大道,32.6,作业车,2026-08-15,周六,审核通过,,轻微,0
2026008237,横向裂缝,沥青路面,新生路,8.2,两轮车,2026-08-24,周一,审核通过,,轻微,1
2026008238,横向裂缝,沥青路面,布龙路,19.6,四轮专车,2026-09-01,周二,驳回,框选不规范,轻微,1
2026008239,横向裂缝,沥青路面,黄阁路,11.2,众源车,2026-08-07,周五,驳回,模糊不清,轻微,9
2026008240,横向裂缝,沥青路面,龙翔大道,15.8,作业车,2026-08-04,周二,审核通过,,轻微,0
2026008241,横向裂缝,沥青路面,龙岗大道,32.6,两轮车,2026-08-08,周六,审核通过,,轻微,1
2026008242,横向裂缝,沥青路面,植物园路,7.5,作业车,2026-08-24,周一,审核通过,,轻微,0
2026008243,横向裂缝,沥青路面,鹏达路,6.8,作业车,2026-08-19,周三,审核通过,,轻微,0
2026008244,横向裂缝,沥青路面,龙翔大道,15.8,作业车,2026-08-24,周一,审核通过,,轻微,0
2026008245,横向裂缝,沥青路面,植物园路,7.5,两轮车,2026-08-15,周六,驳回,框选不规范,轻微,1
2026008246,横向裂缝,沥青路面,龙岗大道,32.6,作业车,2026-08-29,周六,审核通过,,轻微,0
2026008247,横向裂缝,沥青路面,龙岗大道,32.6,两轮车,2026-08-17,周一,审核通过,,轻微,1
2026008248,横向裂缝,沥青路面,龙岗大道,32.6,作业车,2026-08-18,周二,审核通过,,轻微,0
2026008249,横向裂缝,沥青路面,龙翔大道,15.8,作业车,2026-08-18,周二,审核通过,,严重,0
2026008250,横向裂缝,沥青路面,龙岗大道,32.6,四轮专车,2026-08-10,周一,审核通过,,轻微,2
2026008251,横向裂缝,沥青路面,龙翔大道,15.8,作业车,2026-09-03,周四,审核通过,,轻微,0
2026008252,横向裂缝,沥青路面,龙岗大道,32.6,作业车,2026-08-04,周二,审核通过,,轻微,0
2026008253,横向裂缝,沥青路面,清林路,9.8,作业车,2026-08-03,周一,审核通过,,轻微,0
2026008254,横向裂缝,沥青路面,爱南路,10.4,作业车,2026-08-17,周一,审核通过,,轻微,0
2026008255,横向裂缝,沥青路面,黄阁路,11.2,两轮车,2026-08-25,周二,审核通过,,轻微,1
2026008256,横向裂缝,沥青路面,红棉路,18.2,四轮专车,2026-08-17,周一,审核通过,,轻微,1
2026008257,横向裂缝,沥青路面,吉祥路,8.6,两轮车,2026-08-28,周五,审核通过,,轻微,0
2026008258,横向裂缝,沥青路面,红棉路,18.2,作业车,2026-08-14,周五,审核通过,,轻微,0
2026008259,横向裂缝,沥青路面,吉祥路,8.6,作业车,2026-08-10,周一,审核通过,,轻微,0
2026008260,横向裂缝,沥青路面,布龙路,19.6,四轮专车,2026-08-23,周日,审核通过,,轻微,2
2026008261,横向裂缝,沥青路面,龙翔大道,15.8,作业车,2026-08-10,周一,审核通过,,轻微,0
2026008262,横向裂缝,沥青路面,龙岗大道,32.6,作业车,2026-08-20,周四,审核通过,,轻微,0
2026008263,横向裂缝,沥青路面,爱南路,10.4,作业车,2026-08-23,周日,审核通过,,轻微,0
2026008264,横向裂缝,沥青路面,植物园路,7.5,四轮专车,2026-08-06,周四,审核通过,,轻微,1
2026008265,横向裂缝,沥青路面,黄阁路,11.2,两轮车,2026-08-10,周一,审核通过,,轻微,1
2026008266,横向裂缝,沥青路面,植物园路,7.5,作业车,2026-08-04,周二,审核通过,,轻微,0
